,Content ID,Type,Category,Reaction Type,Datetime,Sentiment,Score
27,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,studying,scared,2021-04-20 23:48:12,negative,15
28,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,studying,interested,2021-03-07 12:40:11,positive,30
29,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,studying,indifferent,2021-05-24 03:21:13,neutral,20
30,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,studying,super love,2021-01-24 11:03:43,positive,75
31,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,studying,disgust,2021-04-09 02:46:20,negative,0
32,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,studying,super love,2021-02-02 03:43:43,positive,75
33,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,studying,interested,2021-02-04 03:06:12,positive,30
34,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,studying,dislike,2020-11-09 02:49:59,negative,10
35,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,studying,scared,2020-09-29 16:00:27,negative,15
36,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,studying,want,2021-02-13 07:54:01,positive,70
37,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,studying,interested,2020-07-14 05:28:44,positive,30
38,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,studying,indifferent,2020-08-23 10:30:37,neutral,20
39,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,studying,worried,2021-05-10 09:27:42,negative,12
40,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,studying,hate,2021-03-15 03:59:11,negative,5
41,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,dislike,2020-06-25 17:01:58,negative,10
42,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,intrigued,2020-09-13 00:11:50,positive,45
43,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,peeking,2020-08-20 18:17:06,neutral,35
44,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,scared,2021-02-11 04:53:56,negative,15
45,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,hate,2021-03-08 10:40:53,negative,5
46,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,disgust,2021-03-28 21:15:26,negative,0
47,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,hate,2021-05-25 01:00:28,negative,5
48,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,like,2021-03-15 12:17:43,positive,50
49,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,love,2021-05-05 16:26:43,positive,65
50,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,heart,2021-06-16 03:02:28,positive,60
51,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,indifferent,2020-07-07 10:52:30,neutral,20
52,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,peeking,2020-08-20 07:59:11,neutral,35
53,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,love,2020-09-23 11:15:19,positive,65
54,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,like,2021-03-24 05:56:19,positive,50
55,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,hate,2020-12-07 19:13:23,negative,5
56,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,super love,2020-08-03 16:41:04,positive,75
57,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,adore,2021-01-10 15:36:01,positive,72
58,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,scared,2020-09-20 08:48:13,negative,15
59,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,cherish,2020-07-20 14:06:31,positive,70
60,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,adore,2020-10-24 12:15:34,positive,72
61,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,interested,2021-06-06 01:27:19,positive,30
62,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,heart,2020-12-25 00:09:41,positive,60
63,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,like,2021-06-14 07:56:56,positive,50
64,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,hate,2020-11-18 23:37:37,negative,5
65,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,interested,2021-05-09 02:42:43,positive,30
66,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,dislike,2021-05-11 08:38:47,negative,10
67,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,peeking,2020-11-12 08:00:05,neutral,35
68,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,heart,2020-06-21 16:57:09,positive,60
69,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,super love,2021-03-04 23:58:54,positive,75
70,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,want,2020-07-09 16:47:07,positive,70
71,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,hate,2020-08-01 19:16:01,negative,5
72,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,dislike,2020-11-23 22:46:17,negative,10
73,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,dislike,2021-04-23 23:41:18,negative,10
74,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,want,2020-11-13 00:33:42,positive,70
75,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,interested,2021-06-09 10:13:56,positive,30
76,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,love,2020-10-29 19:41:49,positive,65
77,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,heart,2021-05-14 12:47:27,positive,60
78,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,disgust,2020-08-04 05:40:33,negative,0
79,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,adore,2020-08-07 04:09:29,positive,72
80,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,adore,2020-10-23 21:19:27,positive,72
81,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,adore,2020-11-14 23:53:51,positive,72
82,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,interested,2020-11-12 04:54:46,positive,30
83,356fff80-da4d-4785-9f43-bc1261031dc6,photo,technology,worried,2021-04-03 12:17:12,negative,12
84,356fff80-da4d-4785-9f43-bc1261031dc6,photo,technology,want,2020-09-27 22:15:54,positive,70
85,356fff80-da4d-4785-9f43-bc1261031dc6,photo,technology,heart,2020-10-27 05:45:15,positive,60
86,356fff80-da4d-4785-9f43-bc1261031dc6,photo,technology,scared,2020-10-15 09:11:23,negative,15
87,356fff80-da4d-4785-9f43-bc1261031dc6,photo,technology,heart,2021-05-07 09:16:35,positive,60
88,356fff80-da4d-4785-9f43-bc1261031dc6,photo,technology,hate,2020-09-16 08:39:40,negative,5
89,356fff80-da4d-4785-9f43-bc1261031dc6,photo,technology,indifferent,2020-10-29 15:38:26,neutral,20
90,01ab84dd-6364-4236-abbb-3f237db77180,video,food,scared,2021-05-24 18:03:26,negative,15
91,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,cherish,2021-02-12 16:37:36,positive,70
92,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,heart,2021-04-28 15:22:49,positive,60
93,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,intrigued,2021-01-24 00:38:50,positive,45
94,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,worried,2021-03-18 01:53:44,negative,12
95,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,disgust,2021-01-14 07:21:32,negative,0
96,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,heart,2020-12-23 04:11:42,positive,60
97,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,hate,2021-05-21 07:23:46,negative,5
98,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,like,2021-03-28 23:25:16,positive,50
99,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,peeking,2020-09-16 07:33:24,neutral,35
100,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,heart,2021-03-06 05:23:29,positive,60
101,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,disgust,2021-01-13 23:35:56,negative,0
102,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,want,2020-09-06 22:35:47,positive,70
103,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,interested,2020-06-24 09:31:00,positive,30
104,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,hate,2021-02-07 21:39:16,negative,5
105,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,intrigued,2021-01-21 18:28:01,positive,45
106,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,dislike,2021-02-27 00:21:50,negative,10
107,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,worried,2020-08-22 12:06:49,negative,12
108,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,cherish,2020-08-03 06:29:58,positive,70
109,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,want,2021-06-04 04:57:36,positive,70
110,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,super love,2020-10-21 09:07:21,positive,75
111,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,dislike,2020-12-26 19:46:34,negative,10
112,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,scared,2021-03-02 22:47:19,negative,15
113,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,indifferent,2021-03-31 09:48:00,neutral,20
114,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,interested,2021-06-14 13:44:48,positive,30
115,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,scared,2020-12-27 17:04:31,negative,15
116,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,scared,2021-02-11 03:51:01,negative,15
117,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,interested,2020-12-07 19:07:35,positive,30
118,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,interested,2020-10-26 05:27:32,positive,30
119,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,worried,2020-09-26 18:43:58,negative,12
120,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,scared,2020-11-25 13:01:22,negative,15
121,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,heart,2020-07-11 05:51:54,positive,60
122,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,heart,2021-03-19 16:23:19,positive,60
123,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,interested,2020-10-11 18:31:06,positive,30
124,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,heart,2020-11-02 20:15:03,positive,60
125,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,want,2020-10-01 03:35:13,positive,70
126,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,disgust,2021-02-11 20:10:20,negative,0
127,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,hate,2020-10-17 11:46:24,negative,5
128,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,like,2020-08-09 19:41:24,positive,50
129,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,love,2021-02-01 02:40:09,positive,65
130,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,adore,2021-01-30 09:36:48,positive,72
131,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,video,technology,want,2021-03-31 15:24:36,positive,70
132,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,video,technology,super love,2021-02-05 17:00:19,positive,75
133,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,video,technology,heart,2021-02-19 16:29:59,positive,60
134,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,video,technology,worried,2020-07-25 00:00:21,negative,12
135,0bedca96-fb76-4287-a83c-17330ed39cce,photo,soccer,adore,2020-07-13 02:38:53,positive,72
136,0bedca96-fb76-4287-a83c-17330ed39cce,photo,soccer,indifferent,2021-01-13 13:11:03,neutral,20
137,0bedca96-fb76-4287-a83c-17330ed39cce,photo,soccer,worried,2021-01-02 16:46:38,negative,12
138,0bedca96-fb76-4287-a83c-17330ed39cce,photo,soccer,intrigued,2020-11-26 02:25:57,positive,45
139,0bedca96-fb76-4287-a83c-17330ed39cce,photo,soccer,want,2020-08-25 19:18:58,positive,70
140,0bedca96-fb76-4287-a83c-17330ed39cce,photo,soccer,hate,2021-02-01 00:15:07,negative,5
141,0bedca96-fb76-4287-a83c-17330ed39cce,photo,soccer,love,2021-06-04 14:36:48,positive,65
142,0bedca96-fb76-4287-a83c-17330ed39cce,photo,soccer,adore,2020-08-19 13:38:44,positive,72
143,0bedca96-fb76-4287-a83c-17330ed39cce,photo,soccer,cherish,2021-04-22 02:08:07,positive,70
144,0bedca96-fb76-4287-a83c-17330ed39cce,photo,soccer,like,2020-08-15 18:16:38,positive,50
145,0bedca96-fb76-4287-a83c-17330ed39cce,photo,soccer,love,2020-11-26 13:42:17,positive,65
146,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,want,2021-04-14 00:56:54,positive,70
147,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,indifferent,2020-07-21 21:27:18,neutral,20
148,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,dislike,2021-03-29 06:57:35,negative,10
149,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,want,2021-05-20 16:11:03,positive,70
150,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,like,2020-11-02 06:09:02,positive,50
151,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,indifferent,2020-10-24 15:37:55,neutral,20
152,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,heart,2020-09-07 14:42:05,positive,60
153,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,scared,2021-03-04 02:46:37,negative,15
154,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,adore,2021-01-07 14:08:59,positive,72
155,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,like,2021-03-27 04:56:15,positive,50
156,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,intrigued,2020-11-21 21:25:27,positive,45
157,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,cherish,2020-08-22 01:25:23,positive,70
158,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,peeking,2021-06-14 11:45:51,neutral,35
159,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,worried,2020-07-15 19:28:53,negative,12
160,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,intrigued,2021-03-21 14:39:14,positive,45
161,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,super love,2021-04-07 03:15:32,positive,75
162,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,cherish,2021-04-24 06:56:18,positive,70
163,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,heart,2020-09-30 14:05:52,positive,60
164,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,scared,2021-01-21 07:08:24,negative,15
165,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,scared,2021-01-31 13:48:15,negative,15
166,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,hate,2020-12-24 03:24:57,negative,5
167,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,disgust,2021-05-27 01:44:22,negative,0
168,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,disgust,2021-02-13 04:14:45,negative,0
169,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,adore,2020-07-14 04:36:58,positive,72
170,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,dislike,2020-07-15 16:03:17,negative,10
171,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,like,2020-10-08 17:23:39,positive,50
172,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,heart,2020-11-12 23:55:59,positive,60
173,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,intrigued,2020-07-09 08:58:04,positive,45
174,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,adore,2020-06-26 23:45:10,positive,72
175,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,worried,2020-11-20 13:18:45,negative,12
176,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,like,2021-05-29 21:34:57,positive,50
177,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,indifferent,2021-02-22 02:48:34,neutral,20
178,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,scared,2021-01-07 18:39:43,negative,15
179,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,adore,2020-10-01 15:10:15,positive,72
180,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,hate,2020-11-21 08:24:23,negative,5
181,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,scared,2021-04-15 13:50:58,negative,15
182,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,want,2020-12-01 15:06:19,positive,70
183,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,scared,2020-11-07 00:47:34,negative,15
184,0be59876-d70c-486c-8e0b-a06bef7a2cd6,gif,tennis,cherish,2020-09-13 11:24:46,positive,70
185,0be59876-d70c-486c-8e0b-a06bef7a2cd6,gif,tennis,worried,2021-01-28 21:06:52,negative,12
186,0be59876-d70c-486c-8e0b-a06bef7a2cd6,gif,tennis,indifferent,2021-01-20 01:15:51,neutral,20
187,0be59876-d70c-486c-8e0b-a06bef7a2cd6,gif,tennis,super love,2020-09-03 01:15:28,positive,75
188,0be59876-d70c-486c-8e0b-a06bef7a2cd6,gif,tennis,worried,2021-01-09 10:46:06,negative,12
189,0be59876-d70c-486c-8e0b-a06bef7a2cd6,gif,tennis,indifferent,2020-09-19 22:29:36,neutral,20
190,0be59876-d70c-486c-8e0b-a06bef7a2cd6,gif,tennis,super love,2021-05-29 07:21:43,positive,75
191,0be59876-d70c-486c-8e0b-a06bef7a2cd6,gif,tennis,worried,2021-05-15 19:04:28,negative,12
192,0be59876-d70c-486c-8e0b-a06bef7a2cd6,gif,tennis,intrigued,2020-08-15 12:27:11,positive,45
193,0be59876-d70c-486c-8e0b-a06bef7a2cd6,gif,tennis,peeking,2021-02-15 03:32:10,neutral,35
194,0be59876-d70c-486c-8e0b-a06bef7a2cd6,gif,tennis,scared,2021-03-29 19:03:01,negative,15
195,0be59876-d70c-486c-8e0b-a06bef7a2cd6,gif,tennis,scared,2020-07-29 10:40:21,negative,15
196,0be59876-d70c-486c-8e0b-a06bef7a2cd6,gif,tennis,hate,2021-05-08 13:47:13,negative,5
197,0be59876-d70c-486c-8e0b-a06bef7a2cd6,gif,tennis,heart,2020-11-06 02:36:08,positive,60
198,0be59876-d70c-486c-8e0b-a06bef7a2cd6,gif,tennis,super love,2020-07-25 16:31:01,positive,75
199,0be59876-d70c-486c-8e0b-a06bef7a2cd6,gif,tennis,worried,2020-12-04 00:56:40,negative,12
200,0be59876-d70c-486c-8e0b-a06bef7a2cd6,gif,tennis,super love,2020-09-22 02:08:51,positive,75
201,0be59876-d70c-486c-8e0b-a06bef7a2cd6,gif,tennis,hate,2020-07-05 05:50:42,negative,5
202,0be59876-d70c-486c-8e0b-a06bef7a2cd6,gif,tennis,heart,2021-01-11 06:02:02,positive,60
203,0be59876-d70c-486c-8e0b-a06bef7a2cd6,gif,tennis,want,2021-02-28 07:51:53,positive,70
204,0be59876-d70c-486c-8e0b-a06bef7a2cd6,gif,tennis,intrigued,2020-12-06 13:45:28,positive,45
205,0be59876-d70c-486c-8e0b-a06bef7a2cd6,gif,tennis,peeking,2021-05-05 09:54:26,neutral,35
206,0be59876-d70c-486c-8e0b-a06bef7a2cd6,gif,tennis,interested,2020-08-27 18:36:22,positive,30
207,0be59876-d70c-486c-8e0b-a06bef7a2cd6,gif,tennis,heart,2020-10-15 01:29:34,positive,60
208,0be59876-d70c-486c-8e0b-a06bef7a2cd6,gif,tennis,peeking,2021-01-15 11:33:42,neutral,35
209,0be59876-d70c-486c-8e0b-a06bef7a2cd6,gif,tennis,intrigued,2021-03-01 20:26:23,positive,45
210,0be59876-d70c-486c-8e0b-a06bef7a2cd6,gif,tennis,peeking,2020-11-28 02:11:34,neutral,35
211,0be59876-d70c-486c-8e0b-a06bef7a2cd6,gif,tennis,cherish,2020-12-30 13:37:07,positive,70
212,0be59876-d70c-486c-8e0b-a06bef7a2cd6,gif,tennis,super love,2021-02-14 21:15:34,positive,75
213,0be59876-d70c-486c-8e0b-a06bef7a2cd6,gif,tennis,cherish,2021-03-27 20:07:46,positive,70
214,0be59876-d70c-486c-8e0b-a06bef7a2cd6,gif,tennis,dislike,2020-08-23 07:38:36,negative,10
215,0be59876-d70c-486c-8e0b-a06bef7a2cd6,gif,tennis,heart,2020-11-09 08:23:03,positive,60
216,0be59876-d70c-486c-8e0b-a06bef7a2cd6,gif,tennis,hate,2021-05-12 20:45:29,negative,5
217,0be59876-d70c-486c-8e0b-a06bef7a2cd6,gif,tennis,hate,2021-04-15 13:23:20,negative,5
218,0be59876-d70c-486c-8e0b-a06bef7a2cd6,gif,tennis,peeking,2020-08-16 22:58:59,neutral,35
219,0be59876-d70c-486c-8e0b-a06bef7a2cd6,gif,tennis,disgust,2020-09-11 16:22:49,negative,0
220,0be59876-d70c-486c-8e0b-a06bef7a2cd6,gif,tennis,cherish,2020-12-13 15:59:17,positive,70
221,0be59876-d70c-486c-8e0b-a06bef7a2cd6,gif,tennis,dislike,2020-12-03 08:08:06,negative,10
222,0be59876-d70c-486c-8e0b-a06bef7a2cd6,gif,tennis,disgust,2020-10-13 16:31:34,negative,0
223,0be59876-d70c-486c-8e0b-a06bef7a2cd6,gif,tennis,want,2020-12-04 10:04:19,positive,70
224,0be59876-d70c-486c-8e0b-a06bef7a2cd6,gif,tennis,peeking,2021-01-25 11:00:32,neutral,35
225,0be59876-d70c-486c-8e0b-a06bef7a2cd6,gif,tennis,hate,2021-05-04 19:40:16,negative,5
226,0be59876-d70c-486c-8e0b-a06bef7a2cd6,gif,tennis,disgust,2020-07-23 19:31:31,negative,0
227,81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,food,love,2021-01-06 06:08:01,positive,65
228,81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,food,worried,2020-10-21 03:48:31,negative,12
229,81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,food,worried,2021-02-23 22:36:09,negative,12
230,81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,food,super love,2021-01-26 01:00:43,positive,75
231,81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,food,peeking,2020-12-18 14:07:00,neutral,35
232,81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,food,indifferent,2021-05-23 23:27:54,neutral,20
233,81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,food,worried,2020-10-31 03:17:05,negative,12
234,81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,food,indifferent,2021-02-20 20:02:26,neutral,20
235,81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,food,super love,2020-10-28 13:14:29,positive,75
236,81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,food,disgust,2020-12-08 13:12:56,negative,0
237,81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,food,scared,2020-11-04 21:06:52,negative,15
238,81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,food,scared,2020-08-24 13:48:29,negative,15
239,81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,food,disgust,2021-01-05 13:15:46,negative,0
240,81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,food,adore,2021-02-28 09:21:36,positive,72
241,81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,food,dislike,2020-09-22 04:09:35,negative,10
242,81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,food,disgust,2020-11-08 02:43:54,negative,0
